sys_data_source_nm,sys_data_schema_nm,sys_data_source_table_nm,sys_insert_date,sys_insert_owner_corp_id,player_name,country_name,country_code,all_time_league_goals,all_time_league_appearances,international_caps,international_goals,value,strength,stamina,pace,natural_fitness,jumping_reach,balance,agility,work_rate,vision,teamwork,positioning,off_the_ball,leadership,flair,determination,decisions,concentration,composure,bravery,anticipation,technique,corners,dribbling,finishing,first_touch,free_kicks,heading,long_shots,long_throws,marking,tackling,passing,penalties,aggression,acceleration
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bruno Alves,Portugal,POR,31,458,96,11,�575K,17,10,9,13,16,12,8,10,12,13,14,12,15,8,18,12,10,14,18,16,10,6,9,7,11,14,17,13,10,15,12,13,12,18,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ricardo Quaresma,Portugal,POR,60,391,78,9,�2M,12,13,13,14,8,14,15,8,16,10,5,9,5,20,15,12,12,13,9,12,18,17,16,8,17,13,7,15,7,2,2,16,15,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Rui Patricio,Portugal,POR,0,293,71,0,�13M,15,12,10,16,16,16,14,14,10,13,16,11,16,11,15,13,14,14,12,12,10,10,5,3,7,13,8,2,12,1,1,8,3,12,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,William Carvalho,Portugal,POR,15,173,45,2,�14M,18,16,10,16,14,19,10,12,15,17,15,10,15,5,12,15,18,16,14,15,14,8,12,9,15,10,10,10,11,13,16,15,9,13,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Joao Mario,Portugal,POR,16,152,38,2,�21.5M,11,13,13,14,8,13,14,11,15,15,13,14,11,14,14,16,14,14,12,13,17,14,14,11,16,12,7,12,4,9,11,16,12,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Jose Fonte,Portugal,POR,24,438,33,0,�5.25M,15,13,9,14,15,13,11,16,11,16,16,10,20,10,13,13,14,13,14,14,12,6,10,7,11,9,16,8,8,14,15,12,8,14,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Cedric Soares,Portugal,POR,1,147,31,1,�15M,7,15,17,14,6,14,13,13,13,13,14,13,11,13,14,14,14,11,14,14,13,9,12,7,13,8,6,10,10,11,14,12,12,14,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bernardo Silva,Portugal,POR,31,140,27,2,�42.5M,9,14,14,14,7,13,17,17,16,14,9,14,12,17,17,15,14,15,15,14,17,14,17,14,17,14,9,12,2,6,6,16,14,12,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Raphael Guerreiro,Portugal,POR,17,158,26,2,�28M,7,16,13,17,6,10,17,16,12,17,10,13,8,12,14,16,14,17,10,16,14,15,12,10,14,15,8,13,12,9,10,13,10,14,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Adrien Silva,Portugal,POR,36,205,26,1,�46M,12,17,11,15,10,14,12,18,14,18,16,13,17,11,18,15,17,15,16,15,14,15,12,12,15,12,9,15,8,15,16,15,18,17,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andre Silva,Portugal,POR,41,125,22,12,�17.25M,14,15,14,16,13,13,15,16,12,15,9,14,6,14,13,14,13,12,15,14,14,6,13,15,14,4,14,9,5,6,7,13,14,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Gelson Martins,Portugal,POR,16,101,19,0,�14.75M,8,11,16,14,7,14,17,12,13,11,7,14,6,19,15,13,12,14,12,14,18,6,18,13,16,5,5,10,2,5,6,13,12,11,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Beto,Portugal,POR,0,337,14,0,�1.3M,11,9,7,13,11,8,15,15,8,11,15,6,16,11,14,13,12,12,16,12,11,3,3,1,12,7,3,1,2,2,3,13,2,16,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Manuel Fernandes,Portugal,POR,36,303,14,3,�7.5M,10,14,12,15,9,14,15,9,14,9,9,13,10,16,8,15,10,14,10,14,17,16,14,11,17,15,8,14,7,7,9,14,16,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Goncalo Guedes,Portugal,POR,15,84,12,3,�34.5M,12,16,16,16,10,13,13,14,12,10,9,14,7,15,16,11,12,11,14,13,13,10,14,12,13,12,8,15,12,7,7,12,13,13,17
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Bruno Fernandes,Portugal,POR,20,137,8,1,�12.75M,8,12,14,13,7,13,15,15,16,15,12,12,12,17,15,15,13,15,15,12,15,12,14,12,15,14,8,16,5,8,11,15,14,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Anthony Lopes,Portugal,POR,0,148,7,0,�13.75M,14,14,13,14,13,14,16,10,10,10,13,5,14,9,15,11,14,13,15,14,11,8,1,2,11,12,5,2,1,2,3,10,3,8,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mario Rui,Portugal,POR,3,180,4,0,�8.5M,9,15,15,16,6,8,15,15,11,14,13,13,9,12,15,14,13,13,15,14,12,13,12,5,12,12,8,12,12,12,14,12,7,14,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ricardo Pereira,Portugal,POR,17,163,4,0,�16.5M,16,16,15,18,12,15,13,15,12,17,16,14,12,9,14,14,17,13,15,15,12,8,10,9,12,8,11,11,11,16,16,13,12,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ruben Dias,Portugal,POR,0,54,1,0,�3.3M,15,13,13,15,14,14,12,14,7,15,13,7,15,4,15,14,13,13,16,14,10,4,10,6,11,5,14,4,5,14,14,10,11,16,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sergey Ignashevich,Russia,RUS,40,481,124,9,�500K,13,11,9,16,12,12,8,13,10,14,15,9,17,8,16,16,14,15,17,17,12,9,10,11,12,13,13,13,8,12,11,13,12,13,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Igor Akinfeev,Russia,RUS,0,369,108,0,�11.25M,13,10,10,15,11,13,12,10,10,5,16,1,15,10,17,14,14,16,12,16,10,5,3,1,10,9,8,1,3,2,1,11,14,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yury Zhirkov,Russia,RUS,48,372,86,2,�1.4M,10,12,13,11,9,13,13,14,11,14,13,14,5,13,18,14,14,14,12,15,16,12,10,9,15,11,10,11,9,13,11,12,8,10,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alan Dzagoev,Russia,RUS,56,246,58,9,�9.5M,10,16,12,13,8,14,14,14,15,13,9,14,10,16,19,14,13,10,15,14,15,12,12,11,16,11,8,12,5,9,7,14,13,16,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alexandr Samedov,Russia,RUS,58,372,50,7,�2.4M,10,13,12,12,8,12,13,12,13,14,10,14,12,14,11,14,14,13,14,15,14,16,11,10,14,15,10,12,10,10,9,13,12,12,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Fedor Smolov,Russia,RUS,54,181,34,12,�15M,13,16,16,14,14,13,13,11,13,12,9,14,11,13,15,14,14,14,12,12,14,10,13,15,14,12,8,14,10,7,6,12,9,12,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Igor Smolnikov,Russia,RUS,13,229,27,0,�4.2M,8,17,16,12,9,13,14,18,12,12,11,13,7,13,14,11,15,10,15,11,12,10,12,9,11,7,10,11,12,14,13,13,8,13,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Artem Dzyuba,Russia,RUS,85,255,25,13,�6.75M,17,14,13,16,17,11,11,10,14,13,10,13,14,9,12,15,16,14,18,15,13,8,10,14,12,6,13,12,11,10,8,10,14,12,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alexandr Golovin,Russia,RUS,4,54,21,3,�6.5M,7,14,13,12,9,12,14,15,14,15,11,13,7,12,13,14,15,12,12,14,14,12,15,11,13,11,8,13,6,9,10,14,9,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Fedor Kudryashov,Russia,RUS,2,193,20,0,�2.6M,12,15,13,11,10,13,12,14,11,13,14,14,10,8,12,13,12,11,13,13,13,7,10,5,10,6,14,7,12,13,11,13,5,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alexey Miranchuk,Russia,RUS,8,87,18,4,�3.8M,9,14,13,11,10,13,13,11,14,12,7,13,7,13,13,15,12,13,10,14,14,12,13,12,16,12,6,12,7,8,8,14,12,5,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alexandr Yerokhin,Russia,RUS,50,204,17,0,�3.4M,12,14,14,12,16,10,10,13,11,17,13,17,10,8,12,15,14,14,13,15,13,7,10,12,12,9,13,12,9,10,10,13,10,13,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Roman Zobnin,Russia,RUS,4,100,14,0,�3M,11,16,14,16,12,12,13,16,11,18,13,11,11,7,17,13,15,13,17,13,13,9,13,7,12,9,8,11,8,13,12,13,11,12,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Denis Cheryshev,Russia,RUS,37,189,13,3,�2.4M,11,15,15,12,11,13,13,13,10,11,7,14,9,13,12,10,11,10,14,11,13,12,13,10,14,10,11,13,8,8,12,11,12,15,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Vladimir Granat,Russia,RUS,5,238,12,1,�1.5M,12,13,12,13,11,10,11,16,9,15,12,10,13,7,9,11,12,12,14,16,12,10,9,8,11,13,13,11,13,12,11,12,10,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Vladimir Gabulov,Russia,RUS,0,334,10,0,�1.1M,13,11,10,14,14,13,12,10,8,13,13,9,18,8,18,12,13,10,14,12,10,2,3,2,7,7,8,2,1,3,9,10,3,14,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ilja Kutepov,Russia,RUS,6,125,9,0,�1.7M,13,14,10,15,15,10,10,15,6,16,13,5,13,5,15,13,16,14,15,13,11,5,7,6,12,6,13,10,11,14,14,11,6,9,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Yury Gazinskiy,Russia,RUS,19,250,8,1,�2.7M,10,14,13,16,12,12,12,15,13,14,12,13,9,13,12,13,13,12,15,15,11,8,11,11,10,10,11,10,13,12,11,13,12,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Daler Kuzyaev,Russia,RUS,0,107,8,0,�2.7M,9,15,14,10,10,13,13,16,9,16,13,13,11,12,6,13,16,14,14,13,13,11,13,10,12,10,9,13,10,12,13,14,11,11,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mario Fernandes,Russia,RUS,2,180,7,0,�17M,12,16,17,13,13,12,13,13,12,13,15,14,9,13,17,14,14,12,13,15,15,6,13,7,14,6,13,5,6,14,13,14,8,12,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andrey Semenov,Russia,RUS,5,223,6,0,�1.6M,14,14,13,11,14,13,9,14,6,12,13,9,10,9,15,11,14,12,14,15,11,10,6,7,9,8,15,9,10,13,14,13,7,15,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Anton Miranchuk,Russia,RUS,14,33,6,0,�900K,10,14,13,13,11,12,13,13,13,15,10,14,7,12,13,14,15,13,13,12,12,10,11,7,12,9,9,10,9,10,10,13,9,6,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andrey Lunev,Russia,RUS,0,70,3,0,�2.8M,12,11,10,12,15,13,12,12,9,12,12,1,11,3,10,13,14,14,14,16,8,8,3,1,9,12,1,2,3,1,1,12,3,6,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Idrissa Gueye,Senegal,SEN,6,202,56,1,�30M,13,16,13,15,8,12,14,18,15,17,14,9,12,8,16,13,13,13,16,18,13,8,10,6,13,7,11,13,9,14,17,13,8,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sadio Mane,Senegal,SEN,67,179,53,14,�55M,12,14,17,14,6,15,16,13,13,13,8,15,4,16,15,13,12,14,11,12,15,7,16,15,15,7,5,12,4,8,9,12,8,10,18
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Cheikhou Kouyate,Senegal,SEN,16,286,49,3,�16.25M,16,12,13,16,16,15,13,16,10,16,15,8,12,10,12,11,13,13,14,14,12,6,13,12,12,5,14,11,10,14,15,12,10,18,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Mame Diouf,Senegal,SEN,81,249,45,10,�16.25M,13,15,14,18,14,12,15,15,8,13,6,16,6,12,15,10,12,11,17,14,12,6,10,10,11,6,12,9,5,6,7,8,10,16,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Khadim N'Diaye,Senegal,SEN,0,62,43,0,�21K,6,2,11,8,8,7,15,7,8,9,11,3,10,3,11,13,13,8,14,11,4,6,1,1,7,11,1,3,1,1,3,13,1,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kara Mbodji,Senegal,SEN,18,206,43,5,�7.5M,16,13,11,16,17,17,12,14,6,13,13,11,18,10,13,12,11,12,15,14,9,8,9,7,11,3,15,9,5,14,15,10,7,13,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Lamine Gassama,Senegal,SEN,1,140,39,0,�1.4M,14,16,14,14,10,14,14,15,7,14,10,12,6,6,12,8,12,12,13,11,10,6,12,5,12,7,10,8,11,13,13,10,6,13,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Cheikh N'Doye,Senegal,SEN,63,244,28,3,�2.3M,18,16,12,17,16,16,8,16,8,14,12,12,12,8,16,12,13,8,16,14,7,4,8,8,6,8,17,12,6,14,13,11,8,15,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Kalidou Koulibaly,Senegal,SEN,7,193,27,1,�42M,19,17,16,14,15,18,14,16,11,14,16,9,12,8,16,11,13,14,15,16,12,6,10,6,12,6,16,8,8,16,16,12,6,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Moussa Konate,Senegal,SEN,44,163,27,9,�3.3M,13,14,13,14,13,12,13,9,8,6,7,14,8,13,11,12,12,12,11,13,13,11,12,13,12,8,14,11,4,4,5,11,12,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Salif Sane,Senegal,SEN,14,179,19,0,�6.25M,17,14,15,13,18,16,12,9,12,8,11,9,7,13,8,10,9,16,14,10,13,5,10,7,12,6,12,8,14,14,17,13,7,12,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Saliou Ciss,Senegal,SEN,10,161,18,0,�750K,10,13,14,14,10,8,14,12,10,12,10,13,9,14,15,10,10,10,11,10,13,7,12,6,12,7,13,11,11,10,13,11,7,7,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Keita Balde,Senegal,SEN,26,110,18,3,�21.5M,14,13,16,16,11,13,14,11,12,11,5,15,10,16,14,12,10,13,12,13,15,7,15,14,15,9,10,13,5,3,4,13,14,12,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alfred N'Diaye,Senegal,SEN,11,244,17,1,�2.9M,19,15,12,15,14,18,10,14,13,16,15,10,12,8,18,10,15,14,16,15,10,5,10,5,12,10,12,9,7,14,14,12,12,15,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Abdoulaye Diallo,Senegal,SEN,0,78,16,0,�1M,14,12,10,15,15,15,13,6,8,10,12,1,7,6,13,10,12,14,14,13,11,7,2,1,10,10,1,3,1,1,1,11,2,9,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Badou Ndiaye,Senegal,SEN,48,205,16,1,�20M,13,18,15,18,11,15,15,18,13,16,10,14,10,13,15,11,13,12,17,11,13,6,13,11,13,7,10,11,8,12,13,13,12,15,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Ismaila Sarr,Senegal,SEN,5,31,14,3,�3.7M,13,14,15,15,10,14,13,13,10,10,4,14,13,13,7,11,10,12,14,11,12,11,14,12,12,11,8,12,6,6,6,10,14,9,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Diafra Sakho,Senegal,SEN,62,183,11,3,�5.75M,14,16,13,14,13,15,13,15,9,13,7,15,10,11,14,12,11,12,13,14,12,4,11,16,13,10,16,10,5,5,4,10,13,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,M'Baye Niang,Senegal,SEN,24,144,9,1,�12M,14,15,16,14,12,13,15,12,11,11,8,15,6,14,12,9,11,11,12,12,12,10,14,12,11,12,12,12,11,5,7,11,13,13,16
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Moussa Wague,Senegal,SEN,1,14,8,0,�575K,8,10,15,9,6,10,11,10,7,12,7,8,8,12,14,10,12,11,14,11,14,8,13,8,13,5,5,3,8,12,12,11,7,10,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Youssouf Sabaly,Senegal,SEN,2,123,7,0,�5.25M,13,15,14,16,10,15,14,15,10,14,11,14,10,12,13,13,13,12,12,13,12,8,12,8,11,7,10,9,12,12,14,10,10,13,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Alfred Gomis,Senegal,SEN,0,129,5,0,�1.2M,14,13,8,13,16,13,12,12,10,10,13,9,10,10,13,14,13,14,11,12,12,6,3,1,8,11,7,3,2,3,1,10,2,12,7
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Armand Traore,Senegal,SEN,3,136,5,0,�575K,8,14,14,8,10,14,12,11,9,10,9,12,6,10,5,8,7,11,6,10,12,6,12,7,10,11,9,12,13,11,10,12,5,5,18
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Branislav Ivanovic,Serbia,SRB,36,417,104,13,�5.75M,16,16,13,16,13,13,8,17,10,17,14,12,15,6,19,14,16,14,19,15,8,8,9,11,11,10,15,9,14,13,15,12,10,14,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Vladimir Stojkovic,Serbia,SRB,1,280,82,0,�1.1M,16,14,7,16,16,17,12,12,12,14,13,9,16,7,13,13,10,13,14,11,3,4,2,5,7,8,6,9,5,8,11,8,13,14,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Aleksandar Kolarov,Serbia,SRB,24,329,77,11,�11.5M,15,14,12,15,15,15,13,12,13,12,13,14,13,12,13,13,12,15,13,15,15,16,13,12,14,17,17,15,11,13,13,14,12,14,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Dusan Tadic,Serbia,SRB,85,338,54,12,�28M,10,12,14,12,8,13,13,12,18,16,6,14,14,16,15,11,9,12,12,13,15,14,16,11,15,14,7,12,12,6,4,17,13,14,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Antonio Rukavina,Serbia,SRB,30,419,48,0,�650K,12,14,15,13,9,11,10,17,8,16,14,15,11,8,12,13,15,11,16,13,11,11,12,8,12,8,6,11,12,13,13,12,14,13,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nemanja Matic,Serbia,SRB,16,290,41,2,�49.5M,17,17,14,16,16,19,10,15,15,17,16,8,12,8,13,16,17,16,14,16,15,10,11,8,14,10,16,14,10,13,16,15,12,12,9
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Aleksandar Mitrovic,Serbia,SRB,68,179,39,16,�11.75M,17,15,13,13,16,16,12,14,12,16,7,13,12,11,13,12,13,13,18,10,14,4,11,12,15,6,15,7,4,9,7,13,15,17,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Adem Ljajic,Serbia,SRB,56,257,31,6,�18.5M,10,11,13,13,10,11,16,7,14,11,6,13,9,17,12,13,10,13,8,14,18,16,16,13,17,16,9,13,3,4,5,16,14,8,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luka Milivojevic,Serbia,SRB,24,186,29,1,�16.75M,14,17,12,17,13,16,10,16,14,17,14,11,15,9,16,13,14,14,16,14,13,12,10,12,12,14,14,13,7,14,14,12,15,15,11
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Dusko Tosic,Serbia,SRB,14,334,25,1,�1.6M,15,14,12,15,12,15,10,14,11,14,13,11,14,7,12,13,14,14,18,14,12,9,11,7,11,6,14,9,10,12,15,12,5,16,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Filip Kostic,Serbia,SRB,26,186,24,2,�9.5M,12,12,16,11,10,16,14,11,11,8,6,13,6,14,10,10,10,12,14,10,13,14,14,12,12,10,7,13,10,5,6,12,11,11,18
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Andrija Zivkovic,Serbia,SRB,17,78,10,0,�8.25M,10,12,14,13,6,13,14,14,15,15,7,14,13,16,13,13,13,14,13,13,16,14,16,12,15,13,6,12,12,7,7,13,11,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Aleksandar Prijovic,Serbia,SRB,57,203,10,1,�3.1M,15,13,11,15,14,16,12,10,11,13,10,13,9,13,13,13,12,14,14,13,13,5,12,13,14,7,13,12,2,4,6,11,12,11,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Predrag Rajkovic,Serbia,SRB,0,101,8,0,�1.2M,12,10,8,13,14,12,14,12,8,11,14,5,14,5,15,13,13,10,15,14,9,3,8,10,10,5,2,6,6,5,4,9,10,11,8
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marko Grujic,Serbia,SRB,8,49,7,0,�12M,15,12,12,12,15,13,12,13,14,13,12,14,9,15,14,13,13,14,13,12,15,10,15,13,15,11,14,15,8,10,12,14,12,13,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Uros Spajic,Serbia,SRB,1,139,5,0,�5M,14,14,14,15,13,14,12,14,9,14,15,9,12,8,14,11,11,11,14,13,11,4,8,5,11,6,13,8,6,15,13,10,7,14,14
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Sergej Milinkovic-Savic,Serbia,SRB,12,96,5,0,�51M,18,15,13,18,17,18,14,15,13,14,12,17,11,17,16,15,13,14,17,14,15,3,14,14,15,12,18,13,3,9,13,15,14,15,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nikola Milenkovic,Serbia,SRB,3,48,4,0,�1.5M,15,15,11,16,15,14,13,12,8,10,14,10,11,7,11,9,11,12,15,11,10,5,6,6,11,6,14,7,9,14,13,10,9,15,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Nemanja Radonjic,Serbia,SRB,4,27,3,0,�400K,10,11,15,10,11,11,14,10,11,10,4,13,8,15,11,10,10,12,10,12,14,11,15,11,14,7,7,14,3,3,4,11,10,15,15
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Marko Dmitrovic,Serbia,SRB,0,96,2,0,�1.9M,11,12,10,11,14,11,12,12,8,11,14,9,10,6,12,14,15,13,13,11,7,3,8,5,8,7,9,10,10,8,8,3,10,9,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Milos Veljkovic,Serbia,SRB,0,45,2,0,�3M,13,12,12,11,14,13,10,10,9,17,15,7,11,6,12,13,16,16,12,15,11,5,8,6,12,6,10,7,8,14,13,12,7,10,10
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Milan Rodic,Serbia,SRB,5,131,1,0,�235K,13,13,13,14,9,13,13,12,9,13,13,11,12,9,14,11,12,12,12,13,10,10,10,10,10,9,12,9,14,12,13,11,10,13,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Luka Jovic,Serbia,SRB,16,62,1,0,�975K,11,10,11,12,12,15,15,10,12,12,7,15,7,14,12,11,11,12,16,13,13,8,12,15,15,9,14,11,6,5,5,12,12,10,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Stephan Lichtsteiner,Switzerland,SUI,24,442,101,8,�7.25M,14,14,14,15,11,14,13,17,11,16,16,15,13,8,20,14,16,16,20,14,12,4,12,10,11,2,12,10,10,15,14,14,5,19,13
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Valon Behrami,Switzerland,SUI,11,354,80,2,�4.8M,13,19,13,15,10,17,14,18,9,14,12,12,14,8,17,11,15,10,17,14,11,7,9,7,11,6,11,8,14,14,18,12,5,19,12
Football Manager Database,http://www.footballmanager.com/,Football Manager,2018-06-22 06:19:40.474000000,a620308,Johan Djourou,Switzerland,SUI,3,207,74,2,�3.5M,17,12,15,13,17,16,11,10,8,14,12,7,14,8,7,11,8,12,16,13,12,5,12,4,11,4,10,5,10,15,15,10,9,14,12
