datestats,countrystats,overall,attack,midfield,deffense,bu_speed,bu_passing,bu_positioning,cc_crossing,cc_passing,cc_shooting,cc_positioning,aggression,preassure,avg_age
3/28/2014,Netherlands,80,86,80,76,57,34,Organised,62,55,39,Organised,55,57,25.35
3/28/2014,Portugal,80,81,80,80,55,31,Organised,52,30,48,Free Form,47,47,26.78
3/28/2014,Turkey,78,76,79,75,51,55,Organised,49,48,52,Organised,47,50,25.57
3/28/2014,Colombia,78,81,77,74,50,35,Organised,50,50,65,Organised,55,45,26.52
3/28/2014,Russia,77,76,77,76,45,45,Organised,74,70,49,Organised,47,47,27
3/28/2014,Switzerland,77,74,77,76,48,52,Organised,51,48,43,Organised,45,47,25.04
3/28/2014,Uruguay,77,84,75,76,75,55,Organised,32,50,67,Organised,46,31,28.57
3/28/2014,Poland,76,81,74,72,50,34,Organised,36,36,38,Organised,38,36,25.39
3/28/2014,Cameroon,76,75,76,76,40,44,Organised,68,52,50,Organised,48,58,25.7
3/28/2014,Cote d'Ivoire,76,78,77,73,66,49,Organised,73,59,53,Organised,51,51,26.91
3/28/2014,Sweden,75,79,74,72,49,32,Organised,39,33,68,Organised,59,42,25.74
3/28/2014,Mexico,75,77,73,75,53,54,Organised,58,68,40,Organised,58,46,26.17
3/28/2014,United States,75,73,78,69,41,58,Organised,50,66,35,Organised,35,35,27.35
3/28/2014,Chile,75,76,75,73,62,42,Organised,50,65,54,Organised,44,35,26.87
3/28/2014,Czech Republic,75,74,73,74,47,50,Organised,56,53,52,Organised,44,47,26.57
3/28/2014,Paraguay,74,78,73,70,33,52,Organised,32,33,48,Organised,45,33,29.61
3/28/2014,Greece,74,74,72,75,52,56,Organised,60,51,52,Organised,37,24,26.78
3/28/2014,Austria,74,72,75,73,37,53,Organised,37,38,49,Organised,37,34,26.04
3/28/2014,Denmark,74,75,74,75,65,50,Organised,51,38,49,Organised,44,47,24.87
3/28/2014,Wales,73,69,74,72,60,44,Organised,46,53,40,Organised,53,48,25.57
3/28/2014,Republic of Ireland,73,75,74,71,45,45,Organised,50,40,50,Organised,40,40,27.7
3/28/2014,Peru,72,77,69,70,50,51,Organised,50,35,65,Organised,45,55,26.43
3/28/2014,Norway,72,71,73,70,70,59,Organised,52,68,61,Organised,47,33,24.04
3/28/2014,Scotland,72,75,72,70,40,45,Organised,55,40,55,Organised,50,40,26.74
3/28/2014,Romania,72,73,71,70,51,52,Organised,73,40,55,Organised,47,47,25.17
3/28/2014,Slovenia,72,70,73,71,51,53,Organised,67,66,50,Organised,36,46,25.39
3/28/2014,Venezuela,71,72,69,72,29,33,Organised,25,32,32,Organised,44,33,26.96
3/28/2014,Ecuador,71,73,73,67,50,50,Organised,50,65,50,Organised,55,35,26.78
3/28/2014,South Africa,71,70,69,69,39,37,Organised,66,51,57,Organised,45,55,24.26
3/28/2014,Korea Republic,71,70,70,67,66,57,Organised,50,78,45,Organised,48,61,24.13
3/28/2014,Australia,70,76,70,65,39,59,Organised,78,22,30,Organised,39,34,25.13
3/28/2014,Finland,69,67,71,69,56,58,Organised,53,47,53,Organised,30,33,26.04
3/28/2014,Egypt,69,70,69,63,54,57,Organised,53,37,52,Organised,37,37,27.22
3/28/2014,Bulgaria,68,69,68,65,54,54,Organised,63,62,33,Organised,32,48,25.91
3/28/2014,Northern Ireland,68,68,67,68,58,56,Organised,45,50,62,Organised,50,40,26.52
3/28/2014,Hungary,68,69,69,66,54,53,Organised,68,47,52,Organised,47,47,26
3/28/2014,New Zealand,65,68,59,65,44,58,Organised,65,50,25,Organised,53,30,24.52
3/28/2014,Bolivia,63,69,55,63,33,30,Organised,32,29,49,Organised,45,34,25.35
3/28/2014,India,58,60,56,57,35,51,Organised,36,53,55,Organised,37,33,26.09
2/28/2014,Spain,85,86,85,83,37,40,Organised,37,41,56,Free Form,50,37,27.04
2/28/2014,Brazil,83,82,81,84,62,48,Organised,42,57,54,Organised,37,61,26.3
2/28/2014,Germany,83,79,83,81,63,40,Organised,48,48,63,Organised,57,44,25.13
2/28/2014,Argentina,82,85,81,79,32,39,Organised,36,41,68,Free Form,55,60,27.48
2/28/2014,France,82,85,80,81,48,36,Organised,52,49,52,Organised,46,36,25.57
2/28/2014,Italy,82,82,83,81,45,49,Organised,70,66,53,Organised,59,46,27.13
2/28/2014,Belgium,81,82,79,79,30,36,Organised,37,56,33,Organised,42,48,25.35
2/28/2014,England,81,82,80,80,54,56,Organised,67,56,51,Organised,47,43,26.39
2/28/2014,Portugal,80,80,81,80,55,31,Organised,52,30,48,Free Form,47,47,26.78
2/28/2014,Netherlands,79,85,79,76,57,34,Organised,62,55,39,Organised,55,57,25.26
2/28/2014,Uruguay,78,84,74,77,75,55,Organised,32,50,67,Organised,46,31,28.17
2/28/2014,Turkey,77,73,74,74,51,55,Organised,49,48,52,Organised,47,50,25.35
2/28/2014,Colombia,77,80,78,74,50,35,Organised,50,50,65,Organised,55,45,26.52
2/28/2014,Cote d'Ivoire,77,78,77,73,66,49,Organised,73,59,53,Organised,51,51,26.91
2/28/2014,Russia,77,76,77,76,45,45,Organised,74,70,49,Organised,47,47,27
2/28/2014,Mexico,76,78,74,74,53,54,Organised,58,68,40,Organised,58,46,26.39
2/28/2014,Chile,76,77,75,74,62,42,Organised,50,65,54,Organised,44,35,26.74
2/28/2014,Cameroon,76,75,75,76,40,44,Organised,68,52,50,Organised,48,58,25.7
2/28/2014,Switzerland,76,74,77,75,48,52,Organised,51,48,43,Organised,45,47,25.04
2/28/2014,Poland,75,81,74,69,50,34,Organised,36,36,38,Organised,38,36,25.48
2/28/2014,Sweden,75,79,75,74,49,32,Organised,39,33,68,Organised,59,42,27.17
2/28/2014,Paraguay,74,78,73,70,33,52,Organised,32,33,48,Organised,45,33,29.61
2/28/2014,United States,74,75,76,67,41,58,Organised,50,66,35,Organised,35,35,27.83
2/28/2014,Czech Republic,74,73,71,72,47,50,Organised,56,53,52,Organised,44,47,26.22
2/28/2014,Denmark,74,75,74,75,65,50,Organised,51,38,49,Organised,44,47,24.87
2/28/2014,Greece,74,74,72,75,52,56,Organised,60,51,52,Organised,37,24,26.78
2/28/2014,Austria,74,73,76,73,37,53,Organised,37,38,49,Organised,37,34,26.09
2/28/2014,Wales,73,69,74,72,60,44,Organised,46,53,40,Organised,53,48,25.57
2/28/2014,Republic of Ireland,73,75,74,71,45,45,Organised,50,40,50,Organised,40,40,27.7
2/28/2014,Scotland,72,75,71,70,40,45,Organised,55,40,55,Organised,50,40,26.74
2/28/2014,Romania,72,73,69,71,51,52,Organised,73,40,55,Organised,47,47,27.3
2/28/2014,Peru,72,77,69,70,50,51,Organised,50,35,65,Organised,45,55,26.43
2/28/2014,South Africa,72,66,70,68,39,37,Organised,66,51,57,Organised,45,55,26.3
2/28/2014,Slovenia,72,72,70,69,51,53,Organised,67,66,50,Organised,36,46,26.65
2/28/2014,Norway,72,71,73,70,70,59,Organised,52,68,61,Organised,47,33,24.04
2/28/2014,Hungary,71,72,71,67,54,53,Organised,68,47,52,Organised,47,47,26.48
2/28/2014,Ecuador,71,72,73,66,50,50,Organised,50,65,50,Organised,55,35,26.78
2/28/2014,Venezuela,71,72,69,72,29,33,Organised,25,32,32,Organised,44,33,26.96
2/28/2014,Australia,69,72,69,68,39,59,Organised,78,22,30,Organised,39,34,24.61
2/28/2014,Finland,69,67,71,69,56,58,Organised,53,47,53,Organised,30,33,26.04
2/28/2014,Bulgaria,69,70,69,66,54,54,Organised,63,62,33,Organised,32,48,26.3
2/28/2014,Egypt,69,69,69,63,54,57,Organised,53,37,52,Organised,37,37,27.22
2/28/2014,Northern Ireland,68,68,67,68,58,56,Organised,45,50,62,Organised,50,40,26.52
2/28/2014,Korea Republic,67,71,66,62,66,57,Organised,50,78,45,Organised,48,61,25.22
2/28/2014,New Zealand,65,69,60,65,44,58,Organised,65,50,25,Organised,53,30,24.52
2/28/2014,Bolivia,63,69,55,63,33,30,Organised,32,29,49,Organised,45,34,25.35
2/28/2014,India,58,60,56,57,35,51,Organised,36,53,55,Organised,37,33,26.09
1/31/2014,Spain,85,86,85,82,37,40,Organised,37,41,56,Free Form,50,37,27.17
1/31/2014,Germany,83,79,83,81,63,40,Organised,48,48,63,Organised,57,44,25.13
1/31/2014,Brazil,82,82,81,84,62,48,Organised,42,57,54,Organised,37,61,26
1/31/2014,Italy,82,81,82,79,45,49,Organised,70,66,53,Organised,59,46,27.91
1/31/2014,Argentina,82,85,81,79,32,39,Organised,36,41,68,Free Form,55,60,27.48
1/31/2014,France,82,85,80,80,48,36,Organised,52,49,52,Organised,46,36,26.7
1/31/2014,England,81,82,80,80,54,56,Organised,67,56,51,Organised,47,43,26.39
1/31/2014,Belgium,81,82,79,79,30,36,Organised,37,56,33,Organised,42,48,25.35
1/31/2014,Portugal,80,81,81,80,55,31,Organised,52,30,48,Free Form,47,47,26.78
1/31/2014,Netherlands,79,85,79,75,57,34,Organised,62,55,39,Organised,55,57,25.26
1/31/2014,Colombia,78,80,78,74,50,35,Organised,50,50,65,Organised,55,45,26.52
1/31/2014,Uruguay,78,84,74,77,75,55,Organised,32,50,67,Organised,46,31,28.17
1/31/2014,Turkey,77,73,74,73,51,55,Organised,49,48,52,Organised,47,50,25.35
1/31/2014,Russia,77,76,77,76,45,45,Organised,74,70,49,Organised,47,47,27
1/31/2014,Cameroon,76,75,75,76,40,44,Organised,68,52,50,Organised,48,58,25.7
1/31/2014,Cote d'Ivoire,76,78,77,73,66,49,Organised,73,59,53,Organised,51,51,26.91
1/31/2014,Chile,76,76,76,74,62,42,Organised,50,65,54,Organised,44,35,26.96
1/31/2014,Switzerland,76,74,77,75,48,52,Organised,51,48,43,Organised,45,47,25.04
1/31/2014,Sweden,75,78,75,74,49,32,Organised,39,33,68,Organised,59,42,27.48
1/31/2014,Poland,75,80,74,69,50,34,Organised,36,36,38,Organised,38,36,25.48
1/31/2014,Czech Republic,75,73,72,72,47,50,Organised,56,53,52,Organised,44,47,26.22
1/31/2014,Paraguay,74,78,73,70,33,52,Organised,32,33,48,Organised,45,33,29.61
1/31/2014,Mexico,74,76,73,72,53,54,Organised,58,68,40,Organised,58,46,27.39
1/31/2014,United States,74,75,77,68,41,58,Organised,50,66,35,Organised,35,35,27.78
1/31/2014,Greece,74,74,72,75,52,56,Organised,60,51,52,Organised,37,24,26.78
1/31/2014,Austria,74,73,76,73,37,53,Organised,37,38,49,Organised,37,34,26.09
1/31/2014,Denmark,74,75,74,75,65,50,Organised,51,38,49,Organised,44,47,24.87
1/31/2014,Wales,73,69,74,73,60,44,Organised,46,53,40,Organised,53,48,25.57
1/31/2014,Republic of Ireland,73,75,74,71,45,45,Organised,50,40,50,Organised,40,40,27.7
1/31/2014,Peru,72,77,69,70,50,51,Organised,50,35,65,Organised,45,55,26.43
1/31/2014,Norway,72,72,73,70,70,59,Organised,52,68,61,Organised,47,33,24
1/31/2014,Scotland,72,75,71,70,40,45,Organised,55,40,55,Organised,50,40,26.74
1/31/2014,Romania,72,73,69,71,51,52,Organised,73,40,55,Organised,47,47,27.3
1/31/2014,Hungary,71,73,70,67,54,53,Organised,68,47,52,Organised,47,47,26.48
1/31/2014,Slovenia,71,71,69,69,51,53,Organised,67,66,50,Organised,36,46,26.65
1/31/2014,Venezuela,71,72,69,72,29,33,Organised,25,32,32,Organised,44,33,26.96
1/31/2014,South Africa,71,66,70,68,39,37,Organised,66,51,57,Organised,45,55,26.3
1/31/2014,Ecuador,71,71,73,66,50,50,Organised,50,65,50,Organised,55,35,26.78
1/31/2014,Australia,70,68,71,67,39,59,Organised,78,22,30,Organised,39,34,26.09
1/31/2014,Bulgaria,69,70,68,66,54,54,Organised,63,62,33,Organised,32,48,26.3
1/31/2014,Egypt,69,69,69,63,54,57,Organised,53,37,52,Organised,37,37,27.22
1/31/2014,Northern Ireland,68,68,67,68,58,56,Organised,45,50,62,Organised,50,40,26.52
1/31/2014,Finland,68,68,68,66,56,58,Organised,53,47,53,Organised,30,33,24.87
1/31/2014,Korea Republic,67,68,66,66,66,57,Organised,50,78,45,Organised,48,61,24.74
1/31/2014,New Zealand,64,65,62,63,44,58,Organised,65,50,25,Organised,53,30,26.96
1/31/2014,Bolivia,63,69,55,63,33,30,Organised,32,29,49,Organised,45,34,25.35
1/31/2014,India,58,60,56,57,35,51,Organised,36,53,55,Organised,37,33,26.09
9/20/2013,Spain,86,84,86,83,37,40,Organised,37,41,56,Free Form,50,37,26.7
9/20/2013,Germany,84,85,84,82,64,40,Organised,41,54,61,Organised,56,47,24.39
9/20/2013,Italy,83,80,84,81,45,49,Organised,70,66,53,Organised,59,46,26.52
9/20/2013,Brazil,82,83,81,82,62,48,Organised,42,57,54,Organised,37,61,25.09
9/20/2013,Argentina,82,85,80,78,32,39,Free Form,36,41,68,Free Form,55,60,26.04
9/20/2013,England,81,84,79,81,52,47,Organised,57,51,51,Organised,49,47,25.61
9/20/2013,France,81,82,78,80,48,36,Organised,52,49,52,Organised,46,36,24.78
9/20/2013,Netherlands,80,85,79,75,57,34,Organised,62,55,39,Free Form,62,67,24.3
9/20/2013,Belgium,80,79,79,79,30,36,Organised,37,56,33,Free Form,42,48,24.61
9/20/2013,Portugal,80,82,82,80,49,33,Organised,52,33,48,Free Form,47,47,27.13
9/20/2013,Uruguay,79,84,77,78,75,55,Organised,32,50,67,Free Form,46,31,27.22
9/20/2013,Colombia,78,80,75,77,50,35,Organised,50,50,65,Organised,55,45,27.04
9/20/2013,Russia,78,78,78,76,45,45,Organised,55,70,35,Organised,35,35,26.43
9/20/2013,Cote d'Ivoire,77,79,77,72,66,49,Organised,73,59,53,Organised,51,51,25.83
9/20/2013,Turkey,77,78,76,74,40,33,Organised,49,48,39,Organised,44,50,25.13
9/20/2013,Switzerland,76,75,77,75,41,47,Organised,45,37,32,Organised,45,47,24.39
9/20/2013,Cameroon,76,79,76,76,40,44,Organised,68,52,50,Organised,48,58,25.74
9/20/2013,Chile,76,78,76,72,62,42,Organised,50,65,54,Organised,44,35,26.04
9/20/2013,Mexico,75,76,73,74,53,54,Organised,58,68,40,Organised,58,46,26.3
9/20/2013,Sweden,75,81,75,73,49,32,Organised,39,33,68,Organised,59,42,27.17
9/20/2013,Czech Republic,75,73,74,75,30,52,Free Form,56,53,56,Free Form,42,43,25.43
9/20/2013,Paraguay,74,79,73,70,33,52,Organised,32,33,48,Organised,45,33,28.61
9/20/2013,United States,74,74,77,67,41,58,Organised,50,66,35,Organised,35,35,27.22
9/20/2013,Greece,74,74,72,76,44,54,Organised,60,47,52,Organised,32,24,26.26
9/20/2013,Republic of Ireland,74,74,74,72,45,45,Organised,50,40,50,Organised,40,40,26.83
9/20/2013,Poland,74,79,74,67,37,47,Organised,52,33,52,Organised,45,43,24.09
9/20/2013,Denmark,74,72,74,75,65,50,Organised,51,38,49,Organised,44,47,25.09
9/20/2013,Austria,74,73,75,74,37,53,Organised,37,38,49,Organised,37,34,24.43
9/20/2013,Norway,73,79,71,72,70,59,Organised,52,68,61,Organised,47,33,24.61
9/20/2013,Scotland,73,74,74,71,40,45,Organised,55,40,55,Organised,50,40,26.74
9/20/2013,Peru,72,76,69,69,50,51,Organised,50,35,65,Organised,45,55,26.13
9/20/2013,Slovenia,72,72,69,71,67,50,Organised,67,64,43,Organised,59,42,26.17
9/20/2013,Ecuador,71,72,73,66,50,50,Organised,50,65,50,Organised,55,35,26
9/20/2013,Venezuela,71,74,69,70,29,33,Organised,25,32,32,Organised,44,33,25.96
9/20/2013,Romania,71,73,69,69,51,56,Organised,55,48,55,Organised,42,35,25.04
9/20/2013,Korea Republic,71,75,69,70,66,57,Organised,50,78,45,Organised,48,61,25.13
9/20/2013,Northern Ireland,70,70,68,69,60,56,Organised,45,50,62,Organised,50,40,26.22
9/20/2013,South Africa,70,68,69,68,39,37,Organised,66,51,57,Organised,45,55,25.09
9/20/2013,Australia,70,68,69,68,39,59,Organised,78,22,30,Organised,39,34,27.78
9/20/2013,Finland,70,66,71,69,56,58,Organised,53,47,53,Organised,30,33,24.78
9/20/2013,Hungary,69,69,68,67,52,53,Organised,67,38,43,Organised,50,40,25.3
9/20/2013,Bulgaria,68,69,67,66,54,54,Organised,63,52,33,Organised,30,48,25.17
9/20/2013,Egypt,68,66,67,68,54,57,Organised,53,37,52,Organised,37,37,26.48
9/20/2013,Bolivia,66,71,64,65,33,30,Organised,32,29,49,Organised,45,34,26
9/20/2013,New Zealand,65,66,58,64,35,58,Organised,51,37,22,Organised,44,30,26.09
9/20/2013,India,58,60,56,57,36,47,Organised,34,53,55,Organised,37,33,24.52
8/30/2013,Spain,86,84,86,83,37,40,Organised,37,41,56,Free Form,50,37,26.7
8/30/2013,Germany,84,85,84,82,64,40,Organised,41,54,61,Organised,56,47,24.39
8/30/2013,Italy,83,80,84,81,45,49,Organised,70,66,53,Organised,59,46,26.52
8/30/2013,Brazil,82,83,81,82,62,48,Organised,42,57,54,Organised,37,61,25.09
8/30/2013,Argentina,82,85,80,78,32,39,Free Form,36,41,68,Free Form,55,60,26.04
8/30/2013,England,81,84,79,81,52,47,Organised,57,51,51,Organised,49,47,25.61
8/30/2013,France,81,82,78,80,48,36,Organised,52,49,52,Organised,46,36,24.78
8/30/2013,Netherlands,80,85,79,75,57,34,Organised,62,55,39,Free Form,62,67,24.3
8/30/2013,Belgium,80,79,79,79,30,36,Organised,37,56,33,Free Form,42,48,24.61
8/30/2013,Portugal,80,82,82,80,49,33,Organised,52,33,48,Free Form,47,47,27.13
8/30/2013,Uruguay,79,84,77,78,75,55,Organised,32,50,67,Free Form,46,31,27.22
8/30/2013,Colombia,78,80,75,77,50,35,Organised,50,50,65,Organised,55,45,27.04
8/30/2013,Russia,78,78,78,76,45,45,Organised,55,70,35,Organised,35,35,26.43
8/30/2013,Cote d'Ivoire,77,79,77,72,66,49,Organised,73,59,53,Organised,51,51,25.83
8/30/2013,Turkey,77,78,76,74,40,33,Organised,49,48,39,Organised,44,50,25.13
8/30/2013,Switzerland,76,75,77,75,41,47,Organised,45,37,32,Organised,45,47,24.39
8/30/2013,Cameroon,76,79,76,76,40,44,Organised,68,52,50,Organised,48,58,25.74
8/30/2013,Chile,76,78,76,72,62,42,Organised,50,65,54,Organised,44,35,26.04
8/30/2013,Mexico,75,76,73,74,53,54,Organised,58,68,40,Organised,58,46,26.3
8/30/2013,Sweden,75,81,75,73,49,32,Organised,39,33,68,Organised,59,42,27.17
8/30/2013,Czech Republic,75,73,74,75,30,52,Free Form,56,53,56,Free Form,42,43,25.43
8/30/2013,Paraguay,74,79,73,70,33,52,Organised,32,33,48,Organised,45,33,28.61
8/30/2013,United States,74,73,77,67,41,58,Organised,50,66,35,Organised,35,35,27.22
8/30/2013,Greece,74,74,72,76,44,54,Organised,60,47,52,Organised,32,24,26.26
8/30/2013,Republic of Ireland,74,74,74,72,45,45,Organised,50,40,50,Organised,40,40,26.83
8/30/2013,Poland,74,79,74,67,37,47,Organised,52,33,52,Organised,45,43,24.09
8/30/2013,Denmark,74,72,74,75,65,50,Organised,51,38,49,Organised,44,47,25.09
8/30/2013,Austria,74,73,75,74,37,53,Organised,37,38,49,Organised,37,34,24.43
8/30/2013,Norway,73,79,71,72,70,59,Organised,52,68,61,Organised,47,33,24.61
8/30/2013,Scotland,73,74,74,71,40,45,Organised,55,40,55,Organised,50,40,26.74
8/30/2013,Peru,72,76,69,69,50,51,Organised,50,35,65,Organised,45,55,26.13
8/30/2013,Slovenia,72,72,69,71,67,50,Organised,67,64,43,Organised,59,42,26.17
8/30/2013,Ecuador,71,72,73,66,50,50,Organised,50,65,50,Organised,55,35,26
8/30/2013,Venezuela,71,74,69,70,29,33,Organised,25,32,32,Organised,44,33,25.96
8/30/2013,Romania,71,73,69,69,51,56,Organised,55,48,55,Organised,42,35,25.04
8/30/2013,Korea Republic,71,75,69,70,66,57,Organised,50,78,45,Organised,48,61,25.13
8/30/2013,Northern Ireland,70,70,68,69,60,56,Organised,45,50,62,Organised,50,40,26.22
8/30/2013,South Africa,70,68,69,68,39,37,Organised,66,51,57,Organised,45,55,25.09
8/30/2013,Australia,70,68,69,68,39,59,Organised,78,22,30,Organised,39,34,27.78
8/30/2013,Finland,70,66,71,69,56,58,Organised,53,47,53,Organised,30,33,24.78
8/30/2013,Hungary,69,69,68,67,52,53,Organised,67,38,43,Organised,50,40,25.3
8/30/2013,Bulgaria,68,69,67,66,54,54,Organised,63,52,33,Organised,30,48,25.17
8/30/2013,Egypt,68,66,67,68,54,57,Organised,53,37,52,Organised,37,37,26.48
8/30/2013,Bolivia,66,71,64,65,33,30,Organised,32,29,49,Organised,45,34,26
8/30/2013,New Zealand,65,66,59,64,35,58,Organised,51,37,22,Organised,44,30,25.78
8/30/2013,India,58,60,56,57,36,47,Organised,34,53,55,Organised,37,33,24.52
7/26/2013,Spain,86,84,86,83,37,40,Organised,37,41,56,Free Form,50,37,26.7
7/26/2013,Germany,84,85,84,82,64,40,Organised,41,54,61,Organised,56,47,24.39
7/26/2013,Italy,83,80,84,81,45,49,Organised,70,66,53,Organised,59,46,26.52
7/26/2013,Brazil,82,83,81,82,62,48,Organised,42,57,54,Organised,37,61,25.09
7/26/2013,Argentina,82,85,80,78,32,39,Free Form,36,41,68,Free Form,55,60,26.04
7/26/2013,England,81,84,79,81,52,47,Organised,57,51,51,Organised,49,47,25.61
7/26/2013,France,81,82,78,80,48,36,Organised,52,49,52,Organised,46,36,24.78
7/26/2013,Netherlands,80,85,79,75,57,34,Organised,62,55,39,Free Form,62,67,24.3
7/26/2013,Belgium,80,79,79,79,30,36,Organised,37,56,33,Free Form,42,48,24.61
7/26/2013,Portugal,80,82,82,80,49,33,Organised,52,33,48,Free Form,47,47,27.13
7/26/2013,Uruguay,79,84,77,78,75,55,Organised,32,50,67,Free Form,46,31,27.22
7/26/2013,Colombia,78,80,75,77,50,35,Organised,50,50,65,Organised,55,45,27.04
7/26/2013,Russia,78,78,78,76,45,45,Organised,55,70,35,Organised,35,35,26.43
7/26/2013,Cote d'Ivoire,77,79,77,72,66,49,Organised,73,59,53,Organised,51,51,25.83
7/26/2013,Turkey,77,78,76,74,40,33,Organised,49,48,39,Organised,44,50,25.13
7/26/2013,Switzerland,76,75,77,75,41,47,Organised,45,37,32,Organised,45,47,24.39
7/26/2013,Cameroon,76,79,76,76,40,44,Organised,68,52,50,Organised,48,58,25.74
7/26/2013,Chile,76,78,76,72,62,42,Organised,50,65,54,Organised,44,35,26.04
7/26/2013,Mexico,75,76,73,74,53,54,Organised,58,68,40,Organised,58,46,26.3
7/26/2013,Sweden,75,81,75,73,49,32,Organised,39,33,68,Organised,59,42,27.17
7/26/2013,Czech Republic,75,73,74,75,30,52,Free Form,56,53,56,Free Form,42,43,25.43
7/26/2013,Paraguay,74,79,73,70,33,52,Organised,32,33,48,Organised,45,33,28.61
7/26/2013,United States,74,74,76,68,41,58,Organised,50,66,35,Organised,35,35,26.96
7/26/2013,Greece,74,74,72,76,44,54,Organised,60,47,52,Organised,32,24,26.26
7/26/2013,Republic of Ireland,74,74,74,72,45,45,Organised,50,40,50,Organised,40,40,26.83
7/26/2013,Poland,74,79,74,67,37,47,Organised,52,33,52,Organised,45,43,24.09
7/26/2013,Denmark,74,72,74,75,65,50,Organised,51,38,49,Organised,44,47,25.09
7/26/2013,Austria,74,73,75,74,37,53,Organised,37,38,49,Organised,37,34,24.43
7/26/2013,Norway,73,79,71,72,70,59,Organised,52,68,61,Organised,47,33,24.61
7/26/2013,Scotland,73,74,74,71,40,45,Organised,55,40,55,Organised,50,40,26.74
7/26/2013,Peru,72,76,69,69,50,51,Organised,50,35,65,Organised,45,55,26.13
7/26/2013,Slovenia,72,72,69,71,67,50,Organised,67,64,43,Organised,59,42,26.17
7/26/2013,Ecuador,72,73,74,66,50,50,Organised,50,65,50,Organised,55,35,26.04
7/26/2013,Venezuela,71,74,69,70,29,33,Organised,25,32,32,Organised,44,33,25.96
7/26/2013,Romania,71,73,69,69,51,56,Organised,55,48,55,Organised,42,35,25.04
7/26/2013,Korea Republic,71,74,69,70,66,57,Organised,50,78,45,Organised,48,61,25.13
7/26/2013,Australia,71,71,69,68,39,59,Organised,78,22,30,Organised,39,34,27.96
7/26/2013,Northern Ireland,70,70,68,69,60,56,Organised,45,50,62,Organised,50,40,26.22
7/26/2013,South Africa,70,68,69,68,39,37,Organised,66,51,57,Organised,45,55,25.09
7/26/2013,Finland,70,66,71,69,56,58,Organised,53,47,53,Organised,30,33,24.78
7/26/2013,Hungary,69,69,68,67,52,53,Organised,67,38,43,Organised,50,40,25.3
7/26/2013,Egypt,68,66,67,68,54,57,Organised,53,37,52,Organised,37,37,26.48
7/26/2013,Bulgaria,68,69,67,66,54,54,Organised,63,52,33,Organised,30,48,25.17
7/26/2013,Bolivia,66,72,64,65,33,30,Organised,32,29,49,Organised,45,34,26
7/26/2013,New Zealand,65,66,58,64,35,58,Organised,51,37,22,Organised,44,30,26.09
7/26/2013,India,58,60,56,57,36,47,Organised,34,53,55,Organised,37,33,24.52
6/28/2013,Spain,86,84,86,83,37,40,Organised,37,41,56,Free Form,50,37,26.7
6/28/2013,Germany,84,85,84,82,64,40,Organised,41,54,61,Organised,56,47,24.39
6/28/2013,Italy,83,80,84,81,45,49,Organised,70,66,53,Organised,59,46,26.52
6/28/2013,Brazil,82,83,81,83,62,48,Organised,42,57,54,Organised,37,61,25.09
6/28/2013,Argentina,82,85,80,78,32,39,Free Form,36,41,68,Free Form,55,60,26.04
6/28/2013,England,81,84,79,81,52,47,Organised,57,51,51,Organised,49,47,25.74
6/28/2013,France,81,82,78,80,48,36,Organised,52,49,52,Organised,46,36,24.78
6/28/2013,Netherlands,80,85,79,75,57,34,Organised,62,55,39,Free Form,62,67,24.3
6/28/2013,Belgium,80,79,79,79,30,36,Organised,37,56,33,Free Form,42,48,24.78
6/28/2013,Portugal,80,82,82,80,49,33,Organised,52,33,48,Free Form,47,47,27.13
6/28/2013,Uruguay,79,84,76,78,75,55,Organised,32,50,67,Free Form,46,31,27.22
6/28/2013,Colombia,78,80,75,77,50,35,Organised,50,50,65,Organised,55,45,27.04
6/28/2013,Russia,78,78,78,76,45,45,Organised,55,70,35,Organised,35,35,26.43
6/28/2013,Cote d'Ivoire,77,79,77,72,66,49,Organised,73,59,53,Organised,51,51,25.83
6/28/2013,Turkey,77,78,76,74,40,33,Organised,49,48,39,Organised,44,50,25.13
6/28/2013,Switzerland,76,75,77,75,41,47,Organised,45,37,32,Organised,45,47,24.39
6/28/2013,Cameroon,76,79,76,76,40,44,Organised,68,52,50,Organised,48,58,25.74
6/28/2013,Chile,76,77,76,72,62,42,Organised,50,65,54,Organised,44,35,26.04
6/28/2013,Mexico,75,76,73,74,53,54,Organised,58,68,40,Organised,58,46,26.3
6/28/2013,Sweden,75,81,75,73,49,32,Organised,39,33,68,Organised,59,42,27.17
6/28/2013,Czech Republic,75,73,74,75,30,52,Free Form,56,53,56,Free Form,42,43,25.43
6/28/2013,Paraguay,74,79,73,70,33,52,Organised,32,33,48,Organised,45,33,28.61
6/28/2013,United States,74,73,76,67,41,58,Organised,50,66,35,Organised,35,35,27
6/28/2013,Greece,74,74,72,76,44,54,Organised,60,47,52,Organised,32,24,26.26
6/28/2013,Republic of Ireland,74,74,74,72,45,45,Organised,50,40,50,Organised,40,40,26.83
6/28/2013,Poland,74,79,74,67,37,47,Organised,52,33,52,Organised,45,43,24.09
6/28/2013,Denmark,74,72,74,75,65,50,Organised,51,38,49,Organised,44,47,25.09
6/28/2013,Austria,74,73,75,74,37,53,Organised,37,38,49,Organised,37,34,24.43
6/28/2013,Norway,73,79,71,72,70,59,Organised,52,68,61,Organised,47,33,24.61
6/28/2013,Scotland,73,74,74,71,40,45,Organised,55,40,55,Organised,50,40,26.74
